entity_id,anatomy,biological_process,cellular_component,disease,drug,effect__phenotype,exposure,gene__protein,molecular_function,pathway
supraneural 4 bone,1,0,0,0,0,0,0,0,0,0
neural lamina,1,0,0,0,0,0,0,0,0,0
medial cartilage of palatine,1,0,0,0,0,0,0,0,0,0
hyoideomandibular nerve,1,0,0,0,0,0,0,0,0,0
lateral fontanel of frontal,1,0,0,0,0,0,0,0,0,0
dentary foramen,1,0,0,0,0,0,0,0,0,0
ascending limb of ceratobranchial 5 bone,1,0,0,0,0,0,0,0,0,0
ascending limb of ceratobranchial 5 cartilage,1,0,0,0,0,0,0,0,0,0
pharyngobranchial tooth plate,1,0,0,0,0,0,0,0,0,0
pharyngobranchial 4 tooth plate,1,0,0,0,0,0,0,0,0,0
anterior limb of ceratobranchial 5 bone,1,0,0,0,0,0,0,0,0,0
anterior limb of ceratobranchial 5 cartilage,1,0,0,0,0,0,0,0,0,0
pterotic-posttemporal-supracleithrum,1,0,0,0,0,0,0,0,0,0
hypomaxilla,1,0,0,0,0,0,0,0,0,0
ascending process of the parasphenoid,1,0,0,0,0,0,0,0,0,0
dermethmoid,1,0,0,0,0,0,0,0,0,0
second preethmoid bone,1,0,0,0,0,0,0,0,0,0
mental barbel,1,0,0,0,0,0,0,0,0,0
pectoral fin proximal radial bone 1,1,0,0,0,0,0,0,0,0,0
pectoral fin proximal radial bone 2,1,0,0,0,0,0,0,0,0,0
pectoral fin proximal radial bone 3,1,0,0,0,0,0,0,0,0,0
pectoral fin proximal radial bone 4,1,0,0,0,0,0,0,0,0,0
ventral keel of coracoid,1,0,0,0,0,0,0,0,0,0
SNRPB,1,1,1,1,0,0,0,1,1,1
TMEM179B,1,1,1,0,0,0,0,1,1,1
DCAF1,1,1,1,0,0,0,0,1,1,1
ORMDL2,1,1,1,0,0,0,0,1,1,1
DIS3,1,1,1,0,0,0,0,1,1,1
EAPP,1,1,1,0,0,0,0,1,1,0
UPF1,1,1,1,0,0,0,0,1,1,1
TRAF4,1,1,1,0,0,0,0,1,1,0
PLK1,1,1,1,1,0,0,0,1,1,1
KRTAP1-1,1,1,1,0,0,0,0,1,1,1
EIF3B,1,1,1,1,0,0,0,1,1,1
HPCAL1,1,1,1,0,0,0,0,1,1,0
PPP2CB,1,1,1,0,0,0,0,1,1,1
CCNT1,1,1,1,0,0,0,0,1,1,1
ZBTB33,1,1,1,0,0,0,0,1,1,0
ERRFI1,1,1,1,1,0,0,0,1,1,0
SEC24C,1,1,1,1,0,0,0,1,1,1
PIR,1,1,1,1,0,0,0,1,1,1
SUPT3H,1,1,1,0,0,0,0,1,1,1
ADAMTSL5,1,1,1,0,0,0,0,1,1,1
LAMA3,1,1,1,1,0,1,0,1,1,1
COG6,1,1,1,1,0,0,0,1,1,1
STOM,1,1,1,0,0,0,0,1,1,1
HNF4A,1,1,1,1,0,0,0,1,1,1
UBE4B,1,1,1,1,0,0,0,1,1,0
MTNR1A,1,1,1,1,0,0,0,1,1,1
LGALS3,1,1,1,1,0,1,0,1,1,1
TSTD2,1,1,1,0,0,0,0,1,1,0
SH3GLB1,1,1,1,0,0,0,0,1,1,0
ELAVL1,1,1,1,1,0,0,0,1,1,1
NR4A2,1,1,1,1,0,1,0,1,1,1
PBX1,1,1,1,1,0,0,0,1,1,1
EPB41L1,1,1,1,1,0,0,0,1,1,1
CLNS1A,1,1,1,1,0,0,0,1,1,1
ROCK1,1,1,1,0,0,0,0,1,1,1
PTPN11,1,1,1,1,0,1,0,1,1,1
S100A8,1,1,1,1,0,0,0,1,1,1
BRAP,1,1,1,1,0,0,0,1,1,1
RIPK1,1,1,1,1,0,0,0,1,1,1
TWNK,1,1,1,1,0,0,0,1,1,1
DVL3,1,1,1,1,0,0,0,1,1,1
USP9X,1,1,1,1,0,0,0,1,1,1
SMO,1,1,1,1,0,1,0,1,1,1
SQLE,1,1,1,0,0,0,0,1,1,1
PIP4K2A,1,1,1,1,0,0,0,1,1,1
CSNK2A1,1,1,1,1,0,1,0,1,1,1
DYNC1LI2,1,1,1,0,0,1,0,1,1,1
GSN,1,1,1,1,0,1,0,1,1,1
PPP1R12A,1,1,1,1,0,0,0,1,1,1
ZNF629,1,1,1,0,0,0,0,1,1,0
TMOD2,1,1,1,0,0,0,0,1,1,1
HBM,1,1,1,0,0,0,0,1,1,0
CUL2,1,1,1,0,0,0,0,1,1,1
PAX5,1,1,1,1,0,0,0,1,1,1
CCT2,1,1,1,1,0,0,0,1,1,1
PCP4,1,1,1,1,0,0,0,1,1,0
GBP2,1,1,1,1,0,0,0,1,1,1
YWHAG,1,1,1,1,0,0,0,1,1,1
BARD1,1,1,1,1,0,0,0,1,1,1
DYRK1A,1,1,1,1,0,1,0,1,1,1
CALCOCO2,1,1,1,1,0,0,0,1,1,0
CUL1,1,1,1,1,0,0,0,1,1,1
UTP11,1,1,1,0,0,0,0,1,1,1
PRPF8,1,1,1,1,0,0,0,1,1,1
orbital foramen,1,0,0,0,0,0,0,0,0,0
lateral ethmoid-frontal joint,1,0,0,0,0,0,0,0,0,0
prootic-pterosphenoid joint,1,0,0,0,0,0,0,0,0,0
prootic-exoccipital joint,1,0,0,0,0,0,0,0,0,0
basioccipital-exoccipital joint,1,0,0,0,0,0,0,0,0,0
dilatator fossa,1,0,0,0,0,0,0,0,0,0
inter-coracoid joint,1,0,0,0,0,0,0,0,0,0
parapophysis 6,1,0,0,0,0,0,0,0,0,0
parapophysis 5,1,0,0,0,0,0,0,0,0,0
posterior limb of parapophysis 4,1,0,0,0,0,0,0,0,0,0
anterior limb of parapophysis 4,1,0,0,0,0,0,0,0,0,0
scale circulus,1,0,0,0,0,0,0,0,0,0
prootic depression,1,0,0,0,0,0,0,0,0,0
bony plate,1,0,0,0,0,0,0,0,0,0
vertebra 5-vertebra 6 joint,1,0,0,0,0,0,0,0,0,0
vertebra 6 - vertebra 7 joint,1,0,0,0,0,0,0,0,0,0
hypural 6,1,0,0,0,0,0,0,0,0,0
gill opening,1,0,0,0,0,0,0,0,0,0
Weberian complex centrum,1,0,0,0,0,0,0,0,0,0
posttemporal-parietal joint,1,0,0,0,0,0,0,0,0,0
predorsal vertebra,1,0,0,0,0,0,0,0,0,0
branched caudal fin ray,1,0,0,0,0,0,0,0,0,0
nuchal plate series,1,0,0,0,0,0,0,0,0,0
uroneural 1,1,0,0,0,0,0,0,0,0,0
ural centrum 1,1,0,0,0,0,0,0,0,0,0
auditory fenestra,1,0,0,0,0,0,0,0,0,0
upper hypural set,1,0,0,0,0,0,0,0,0,0
lower hypural set,1,0,0,0,0,0,0,0,0,0
distal cartilage of posterior process of basipterygium,1,0,0,0,0,0,0,0,0,0
internal anterior process of basipterygium,1,0,0,0,0,0,0,0,0,0
distal cartilage of internal anterior process of basipterygium,1,0,0,0,0,0,0,0,0,0
middle anterior process of basipterygium,1,0,0,0,0,0,0,0,0,0
distal cartilage of middle anterior process of basipterygium,1,0,0,0,0,0,0,0,0,0
external anterior process of basipterygium,1,0,0,0,0,0,0,0,0,0
distal cartilage of external anterior process of basipterygium,1,0,0,0,0,0,0,0,0,0
lateral process of basipterygium,1,0,0,0,0,0,0,0,0,0
lateropterygium,1,0,0,0,0,0,0,0,0,0
hypural plate,1,0,0,0,0,0,0,0,0,0
leptocephalous larva,1,0,0,0,0,0,0,0,0,0
spina occipitalis,1,0,0,0,0,0,0,0,0,0
basal fulcrum,1,0,0,0,0,0,0,0,0,0
fringing fulcrum,1,0,0,0,0,0,0,0,0,0
pleurostyle,1,0,0,0,0,0,0,0,0,0
ural centrum,1,0,0,0,0,0,0,0,0,0
pelvic axillary process,1,0,0,0,0,0,0,0,0,0
pectoral axillary process,1,0,0,0,0,0,0,0,0,0
interhaemal bone,1,0,0,0,0,0,0,0,0,0
gular plate,1,0,0,0,0,0,0,0,0,0
pro-otic fossa,1,0,0,0,0,0,0,0,0,0
median caudal cartilage,1,0,0,0,0,0,0,0,0,0
rostral cartilage,1,0,0,0,0,0,0,0,0,0
dorsal fin pterygiophore 1,1,0,0,0,0,0,0,0,0,0
ventromedial opening of posttemporal fossa,1,0,0,0,0,0,0,0,0,0
bony plate series,1,0,0,0,0,0,0,0,0,0
sensory canal pore series,1,0,0,0,0,0,0,0,0,0
hemal spine series,1,0,0,0,0,0,0,0,0,0
lateral line scale series,1,0,0,0,0,0,0,0,0,0
branchiostegal ray series,1,0,0,0,0,0,0,0,0,0
epibranchial series,1,0,0,0,0,0,0,0,0,0
ceratobranchial series,1,0,0,0,0,0,0,0,0,0
electrosensory lateral line lobe,1,0,0,0,0,0,0,0,0,0
eminentia granularis,1,0,0,0,0,0,0,0,0,0
medullary command nucleus,1,0,0,0,0,0,0,0,0,0
buccal papilla,1,0,0,0,0,0,0,0,0,0
DHRS2,1,1,1,1,0,0,0,1,1,0
OXT,1,1,1,1,0,1,0,1,1,1
ESRRA,1,1,1,1,0,0,0,1,1,1
RFX3,1,1,1,0,0,0,0,1,1,0
GTSE1,1,1,1,1,0,0,0,1,1,1
GTF3C1,1,1,1,0,0,0,0,1,1,1
JUN,1,1,1,1,0,0,0,1,1,1
RPS2,1,1,1,1,0,1,0,1,1,1
KANK2,1,1,1,1,0,0,0,1,1,0
H2AC20,1,1,1,0,0,0,0,1,1,1
ZXDC,1,1,1,0,0,0,0,1,1,0
TMOD1,1,1,1,1,0,0,0,1,1,1
CDK4,1,1,1,1,0,0,0,1,1,1
MTX1,1,1,1,0,0,0,0,1,1,1
NMI,1,1,1,0,0,0,0,1,1,0
POLR3D,1,1,1,0,0,0,0,1,1,1
CDC25B,1,1,1,1,0,0,0,1,1,1
BTK,1,1,1,1,0,0,0,1,1,1
H2AC15,1,1,1,0,0,0,0,1,1,1
FANCA,1,1,1,1,0,1,0,1,1,1
BEX2,1,1,1,0,0,0,0,1,1,0
BCHE,1,1,1,1,0,1,0,1,1,1
APEX2,1,1,1,0,0,0,0,1,1,0
ZNF574,1,1,1,0,0,0,0,1,1,0
LBR,1,1,1,1,0,0,0,1,1,1
UBE2M,1,1,1,0,0,0,0,1,1,1
IWS1,1,1,1,0,0,0,0,1,1,1
BDH2,1,1,1,0,0,0,0,1,1,1
ZNF319,1,1,1,0,0,0,0,1,1,0
RPL15,1,1,1,1,0,0,0,1,1,1
CEBPB,1,1,1,1,0,1,0,1,1,1
DLX1,1,1,1,1,0,0,0,1,1,0
HNRNPA1,1,1,1,1,0,0,0,1,1,1
KRTAP4-12,1,1,1,0,0,0,0,1,1,0
HLA-F,1,1,1,0,0,0,0,1,1,1
CELSR2,1,1,1,1,0,0,0,1,1,0
NAB2,1,1,1,1,0,0,0,1,1,1
ARRB1,1,1,1,1,0,0,0,1,1,1
MDFI,1,1,1,0,0,0,0,1,1,0
PHF23,1,1,1,0,0,0,0,1,1,0
FAM50B,1,1,1,0,0,0,0,1,1,0
SOD1,1,1,1,1,0,1,0,1,1,1
WAS,1,1,1,1,0,0,0,1,1,1
AR,1,1,1,1,0,1,0,1,1,1
EPS15,1,1,1,0,0,0,0,1,1,1
HSH2D,1,1,1,0,0,0,0,1,1,0
LCE2B,1,1,1,1,0,0,0,1,1,1
AIMP2,1,1,1,1,0,0,0,1,1,1
HTRA1,1,1,1,1,0,0,0,1,1,1
AKAP8L,1,1,1,0,0,0,0,1,1,0
HOXC4,1,1,1,0,0,0,0,1,1,1
SIN3A,1,1,1,1,0,0,0,1,1,1
POP4,1,1,1,1,0,0,0,1,1,1
NOS2,1,1,1,1,0,1,0,1,1,1
PKN2,1,1,1,0,0,0,0,1,1,1
ESR1,1,1,1,1,0,1,0,1,1,1
UHRF1,1,1,1,1,0,0,0,1,1,1
MEOX2,1,1,1,1,0,0,0,1,1,0
EPS8,1,1,1,1,0,0,0,1,1,1
GAK,1,1,1,1,0,0,0,1,1,1
LZTS2,1,1,1,1,0,0,0,1,1,0
IL17A,1,1,1,1,0,1,0,1,1,1
TPRX1,1,1,1,0,0,0,0,1,1,0
RPL10,1,1,1,1,0,0,0,1,1,1
uroneural 2,1,0,0,0,0,0,0,0,0,0
metapterygoid-quadrate fenestra,1,0,0,0,0,0,0,0,0,0
prootic bulla,1,0,0,0,0,0,0,0,0,0
preural 3 vertebra,1,0,0,0,0,0,0,0,0,0
cotylephore,1,0,0,0,0,0,0,0,0,0
uroneural 3,1,0,0,0,0,0,0,0,0,0
epibranchial organ,1,0,0,0,0,0,0,0,0,0
ovipositor,1,0,0,0,0,0,0,0,0,0
scale radius,1,0,0,0,0,0,0,0,0,0
dermal scale focus,1,0,0,0,0,0,0,0,0,0
orbitosphenoid septum,1,0,0,0,0,0,0,0,0,0
pouch scale,1,0,0,0,0,0,0,0,0,0
neural arch 5,1,0,0,0,0,0,0,0,0,0
nuptial tubercle,1,0,0,0,0,0,0,0,0,0
caudal-fin organ,1,0,0,0,0,0,0,0,0,0
caudal-fin ray pump,1,0,0,0,0,0,0,0,0,0
myorhabdoid bone,1,0,0,0,0,0,0,0,0,0
cavum sinus imparis,1,0,0,0,0,0,0,0,0,0
caudal rod,1,0,0,0,0,0,0,0,0,0
caudal appendage,1,0,0,0,0,0,0,0,0,0
hypural 7,1,0,0,0,0,0,0,0,0,0
dorsal organ,1,0,0,0,0,0,0,0,0,0
annular ligament,1,0,0,0,0,0,0,0,0,0
anterior swim bladder bud,1,0,0,0,0,0,0,0,0,0
arrector muscle,1,0,0,0,0,0,0,0,0,0
vertebral element 9,1,0,0,0,0,0,0,0,0,0
vertebral element 10,1,0,0,0,0,0,0,0,0,0
vertebral element 11,1,0,0,0,0,0,0,0,0,0
vertebral element 12,1,0,0,0,0,0,0,0,0,0
opercular cavity,1,0,0,0,0,0,0,0,0,0
caudal basal fulcrum,1,0,0,0,0,0,0,0,0,0
ural centrum 3,1,0,0,0,0,0,0,0,0,0
ural centrum 4,1,0,0,0,0,0,0,0,0,0
ural vertebra,1,0,0,0,0,0,0,0,0,0
ural vertebra 1,1,0,0,0,0,0,0,0,0,0
caudal principal ray set,1,0,0,0,0,0,0,0,0,0
caudal procurrent ray set,1,0,0,0,0,0,0,0,0,0
pseudourostyle,1,0,0,0,0,0,0,0,0,0
stegural,1,0,0,0,0,0,0,0,0,0
preural centrum 1 + ural centrum 1 + ural centrum 2,1,0,0,0,0,0,0,0,0,0
branchial mesenchyme,1,0,0,0,0,0,0,0,0,0
octaval nerve motor nucleus,1,0,0,0,0,0,0,0,0,0
rostral octaval nerve motor nucleus,1,0,0,0,0,0,0,0,0,0
caudal octaval nerve motor nucleus,1,0,0,0,0,0,0,0,0,0
climbing fiber,1,0,0,0,0,0,0,0,0,0
dorsolateral motor nucleus of vagal nerve,1,0,0,0,0,0,0,0,0,0
dorsolateral septum,1,0,0,0,0,0,0,0,0,0
epidermal placode,1,0,0,0,0,0,0,0,0,0
hypobranchial muscle,1,0,0,0,0,0,0,0,0,0
intermediate nucleus,1,0,0,0,0,0,0,0,0,0
macula communis,1,0,0,0,0,0,0,0,0,0
medial motor nucleus of vagal nerve,1,0,0,0,0,0,0,0,0,0
mossy fiber,1,0,0,0,0,0,0,0,0,0
os suspensorium medial flange,1,0,0,0,0,0,0,0,0,0
otic vesicle protrusion,1,0,0,0,0,0,0,0,0,0
otic vesicle ventral protrusion,1,0,0,0,0,0,0,0,0,0
parasphenoid-pterosphenoid joint,1,0,0,0,0,0,0,0,0,0
parallel fiber,1,0,0,0,0,0,0,0,0,0
parvocellular preoptic nucleus,1,0,0,0,0,0,0,0,0,0
pericardial muscle,1,0,0,0,0,0,0,0,0,0
pillar of the semicircular canal,1,0,0,0,0,0,0,0,0,0
pleuroperitoneal cavity,1,0,0,0,0,0,0,0,0,0
posterior pronephric duct,1,0,0,0,0,0,0,0,0,0
preglomerular nucleus,1,0,0,0,0,0,0,0,0,0
SRSF8,1,1,1,0,0,0,0,1,1,0
PDHA2,1,1,1,0,0,0,0,1,1,1
LCE1A,1,1,1,0,0,0,0,1,1,1
ACTA1,1,1,1,1,0,0,0,1,1,1
BLK,1,1,1,1,0,0,0,1,1,1
CREB1,1,1,1,1,0,0,0,1,1,1
ALK,1,1,1,1,0,0,0,1,1,0
BCKDHA,1,1,1,1,0,0,0,1,1,1
MTMR4,1,1,1,1,0,0,0,1,1,1
EPB42,1,1,1,1,0,1,0,1,1,0
LECT2,1,1,1,1,0,0,0,1,1,0
ATR,1,1,1,1,0,0,0,1,1,1
SLC4A8,1,1,1,0,0,0,0,1,1,1
AMFR,1,1,1,1,0,0,0,1,1,1
VCP,1,1,1,1,0,0,0,1,1,1
SP2,1,1,1,0,0,0,0,1,1,0
MCL1,1,1,1,1,0,0,0,1,1,1
GUCD1,1,1,1,1,0,0,0,1,1,0
DDR1,1,1,1,1,0,0,0,1,1,1
NBEAL1,1,1,1,0,0,0,0,1,1,0
TSPAN15,1,1,1,0,0,0,0,1,1,1
FGB,1,1,1,1,0,0,0,1,1,1
CCNE1,1,1,1,1,0,0,0,1,1,1
MATR3,1,1,1,1,0,0,0,1,1,0
TTF1,1,1,1,1,0,0,0,1,1,1
CALML3,1,1,1,1,0,0,0,1,1,0
BBS2,1,1,1,1,0,0,0,1,1,1
THAP12,1,1,1,0,0,0,0,1,1,0
SCN2B,1,1,1,1,0,0,0,1,1,1
PCBD1,1,1,1,1,0,0,0,1,1,1
PXN,1,1,1,1,0,0,0,1,1,1
RBL1,1,1,1,0,0,0,0,1,1,1
TMBIM6,1,1,1,0,0,0,0,1,1,0
VCAM1,1,1,1,1,0,0,0,1,1,1
MAPK1,1,1,1,1,0,1,0,1,1,1
USHBP1,1,1,1,0,0,0,0,1,1,0
MECOM,1,1,1,1,0,1,0,1,1,1
SREBF1,1,1,1,1,0,1,0,1,1,1
YWHAB,1,1,1,0,0,0,0,1,1,1
COX4I1,1,1,1,0,0,0,0,1,1,1
CDCA8,1,1,1,1,0,0,0,1,1,1
BIK,1,1,1,0,0,0,0,1,1,0
MSH2,1,1,1,1,0,0,0,1,1,1
FHL3,1,1,1,1,0,0,0,1,1,0
EED,1,1,1,1,0,0,0,1,1,1
TRAF6,1,1,1,1,0,0,0,1,1,1
RAP2A,1,1,1,1,0,0,0,1,1,0
RAC1,1,1,1,1,0,1,0,1,1,1
PDLIM7,1,1,1,1,0,0,0,1,1,1
PRDM14,1,1,1,1,0,0,0,1,1,1
BTG3,1,1,1,1,0,0,0,1,1,0
MFAP1,1,1,1,0,0,0,0,1,1,1
B4GALT4,1,1,1,1,0,0,0,1,1,1
SORD,1,1,1,1,0,0,0,1,1,1
UBB,1,1,1,1,0,0,0,1,1,1
CNP,1,1,1,1,0,0,0,1,1,0
CD79A,1,1,1,1,0,0,0,1,1,1
FGFR4,1,1,1,1,0,0,0,1,1,1
PRR20A,0,0,0,0,0,0,0,1,0,0
E2F6,1,1,1,1,0,0,0,1,1,1
FAM107A,1,1,1,1,0,0,0,1,1,0
HSF2,1,1,1,1,0,0,0,1,1,0
NACA,1,1,1,1,0,0,0,1,1,0
GLP1R,1,1,1,1,0,0,0,1,1,1
presumptive atrium primitive heart tube,1,0,0,0,0,0,0,0,0,0
presumptive cardiac ventricle primitive heart tube,1,0,0,0,0,0,0,0,0,0
presumptive ventral mesoderm,1,0,0,0,0,0,0,0,0,0
Purkinje cell layer corpus cerebelli,1,0,0,0,0,0,0,0,0,0
Purkinje cell layer valvula cerebelli,1,0,0,0,0,0,0,0,0,0
scale primordium,1,0,0,0,0,0,0,0,0,0
supraoptic tract,1,0,0,0,0,0,0,0,0,0
supratemporal commissure,1,0,0,0,0,0,0,0,0,0
ctenius,1,0,0,0,0,0,0,0,0,0
epural 2,1,0,0,0,0,0,0,0,0,0
epural 3,1,0,0,0,0,0,0,0,0,0
epural 1,1,0,0,0,0,0,0,0,0,0
ocular side,1,0,0,0,0,0,0,0,0,0
blind side,1,0,0,0,0,0,0,0,0,0
premaxilla dentigerous process,1,0,0,0,0,0,0,0,0,0
trituration tooth,1,0,0,0,0,0,0,0,0,0
premaxillary-maxillary joint,1,0,0,0,0,0,0,0,0,0
dorsal fin spine,1,0,0,0,0,0,0,0,0,0
anal fin spine,1,0,0,0,0,0,0,0,0,0
epineural 1,1,0,0,0,0,0,0,0,0,0
epineural 2,1,0,0,0,0,0,0,0,0,0
epineural 3,1,0,0,0,0,0,0,0,0,0
epineural 4,1,0,0,0,0,0,0,0,0,0
epineural 5,1,0,0,0,0,0,0,0,0,0
epineural 6,1,0,0,0,0,0,0,0,0,0
interarcual cartilage,1,0,0,0,0,0,0,0,0,0
pelvic fin spine,1,0,0,0,0,0,0,0,0,0
ventral caudal procurrent ray 2,1,0,0,0,0,0,0,0,0,0
ventral caudal procurrent ray 1,1,0,0,0,0,0,0,0,0,0
ctenoid scale,1,0,0,0,0,0,0,0,0,0
transforming ctenoid scale,1,0,0,0,0,0,0,0,0,0
Jakubowski's organ,1,0,0,0,0,0,0,0,0,0
pectoral fin distal radial bone 1,1,0,0,0,0,0,0,0,0,0
pectoral fin distal radial bone 2,1,0,0,0,0,0,0,0,0,0
pectoral fin distal radial bone 3,1,0,0,0,0,0,0,0,0,0
retractor posttemporalis,1,0,0,0,0,0,0,0,0,0
preopercle-opercle joint,1,0,0,0,0,0,0,0,0,0
melanophore spot,1,0,0,0,0,0,0,0,0,0
body marking,1,0,0,0,0,0,0,0,0,0
cycloid scale,1,0,0,0,0,0,0,0,0,0
fulcrum,1,0,0,0,0,0,0,0,0,0
epaxial basal fulcrum,1,0,0,0,0,0,0,0,0,0
hypaxial basal fulcrum,1,0,0,0,0,0,0,0,0,0
fish scute,1,0,0,0,0,0,0,0,0,0
basal communicating artery,1,0,0,0,0,0,0,0,0,0
mid cerebral vein,1,0,0,0,0,0,0,0,0,0
pseudobranchial artery,1,0,0,0,0,0,0,0,0,0
afferent filamental artery,1,0,0,0,0,0,0,0,0,0
concurrent branch afferent branchial artery,1,0,0,0,0,0,0,0,0,0
recurrent branch afferent branchial artery,1,0,0,0,0,0,0,0,0,0
afferent lamellar arteriole,1,0,0,0,0,0,0,0,0,0
primordial midbrain channel,1,0,0,0,0,0,0,0,0,0
efferent filamental artery,1,0,0,0,0,0,0,0,0,0
efferent lamellar arteriole,1,0,0,0,0,0,0,0,0,0
central artery,1,0,0,0,0,0,0,0,0,0
cerebellar central artery,1,0,0,0,0,0,0,0,0,0
opercular artery,1,0,0,0,0,0,0,0,0,0
dorsal longitudinal anastomotic vessel,1,0,0,0,0,0,0,0,0,0
primary head sinus,1,0,0,0,0,0,0,0,0,0
posterior cerebral vein,1,0,0,0,0,0,0,0,0,0
rostral blood island,1,0,0,0,0,0,0,0,0,0
dorsal ciliary vein,1,0,0,0,0,0,0,0,0,0
dorsal longitudinal vein,1,0,0,0,0,0,0,0,0,0
optic vein,1,0,0,0,0,0,0,0,0,0
parachordal vessel,1,0,0,0,0,0,0,0,0,0
supraintestinal artery,1,0,0,0,0,0,0,0,0,0
supraintestinal vein,1,0,0,0,0,0,0,0,0,0
anterior lateral mesoderm,1,0,0,0,0,0,0,0,0,0
optic artery,1,0,0,0,0,0,0,0,0,0
primitive prosencephalic artery,1,0,0,0,0,0,0,0,0,0
prosencephalic artery,1,0,0,0,0,0,0,0,0,0
palatocerebral artery,1,0,0,0,0,0,0,0,0,0
communicating vessel palatocerebral artery,1,0,0,0,0,0,0,0,0,0
anterior mesencephalic central artery,1,0,0,0,0,0,0,0,0,0
nasal ciliary artery,1,0,0,0,0,0,0,0,0,0
inner optic circle,1,0,0,0,0,0,0,0,0,0
median palatocerebral vein,1,0,0,0,0,0,0,0,0,0
palatocerebral vein,1,0,0,0,0,0,0,0,0,0
bulbus arteriosus outer layer,1,0,0,0,0,0,0,0,0,0
bulbus arteriosus middle layer,1,0,0,0,0,0,0,0,0,0
bulbus arteriosus inner layer,1,0,0,0,0,0,0,0,0,0
endocardial ring,1,0,0,0,0,0,0,0,0,0
atrioventricular ring,1,0,0,0,0,0,0,0,0,0
central cardiac conduction system,1,0,0,0,0,0,0,0,0,0
peripheral cardiac conduction system,1,0,0,0,0,0,0,0,0,0
middle mesencephalic central artery,1,0,0,0,0,0,0,0,0,0
posterior mesencephalic central artery,1,0,0,0,0,0,0,0,0,0
anterior mesenteric artery,1,0,0,0,0,0,0,0,0,0
dorsal branch nasal ciliary artery,1,0,0,0,0,0,0,0,0,0
ventral branch nasal ciliary artery,1,0,0,0,0,0,0,0,0,0
metencephalic artery,1,0,0,0,0,0,0,0,0,0
nasal artery,1,0,0,0,0,0,0,0,0,0
pectoral vein,1,0,0,0,0,0,0,0,0,0
posterior mesenteric artery,1,0,0,0,0,0,0,0,0,0
swim bladder artery,1,0,0,0,0,0,0,0,0,0
nasal vein,1,0,0,0,0,0,0,0,0,0
caudal fin vasculature,1,0,0,0,0,0,0,0,0,0
central ray artery,1,0,0,0,0,0,0,0,0,0
ray vein,1,0,0,0,0,0,0,0,0,0
intervessel commissure,1,0,0,0,0,0,0,0,0,0
interray vessel,1,0,0,0,0,0,0,0,0,0
presumptive median fin fold,1,0,0,0,0,0,0,0,0,0
presumptive ventral fin fold,1,0,0,0,0,0,0,0,0,0
presumptive dorsal fin fold,1,0,0,0,0,0,0,0,0,0
longitudinal lateral lymphatic vessel,1,0,0,0,0,0,0,0,0,0
dorsal lateral line neuromast,1,0,0,0,0,0,0,0,0,0
middle lateral line system,1,0,0,0,0,0,0,0,0,0
primary posterior lateral line primordium,1,0,0,0,0,0,0,0,0,0
secondary posterior lateral line primordium,1,0,0,0,0,0,0,0,0,0
anterior lateral line primordium,1,0,0,0,0,0,0,0,0,0
middle lateral line primordium,1,0,0,0,0,0,0,0,0,0
barbel primordium,1,0,0,0,0,0,0,0,0,0
middle lateral line placode,1,0,0,0,0,0,0,0,0,0
dorsal axial hypoblast,1,0,0,0,0,0,0,0,0,0
intestinal bulb epithelium,1,0,0,0,0,0,0,0,0,0
primary dental epithelium,1,0,0,0,0,0,0,0,0,0
ampullary nerve,1,0,0,0,0,0,0,0,0,0
distal epidermal cap of regenerating fin__limb,1,0,0,0,0,0,0,0,0,0
basal regeneration epithelium of regenerating fin__limb,1,0,0,0,0,0,0,0,0,0
extrahepatic duct,1,0,0,0,0,0,0,0,0,0
ventral liver lobe,1,0,0,0,0,0,0,0,0,0
choroid plexus vascular circuit,1,0,0,0,0,0,0,0,0,0
larval melanophore stripe,1,0,0,0,0,0,0,0,0,0
dorsal larval melanophore stripe,1,0,0,0,0,0,0,0,0,0
ventral larval melanophore stripe,1,0,0,0,0,0,0,0,0,0
lateral larval melanophore stripe,1,0,0,0,0,0,0,0,0,0
yolk larval melanophore stripe,1,0,0,0,0,0,0,0,0,0
median fin radial bone,1,0,0,0,0,0,0,0,0,0
TBX1,1,1,1,1,0,0,0,1,1,0
ZEB1,1,1,1,1,0,0,0,1,1,1
PLPP1,1,1,1,1,0,0,0,1,1,1
GIT2,1,1,1,0,0,0,0,1,1,1
COMT,1,1,1,1,0,1,0,1,1,1
HNRNPD,1,1,1,0,0,0,0,1,1,1
GATA2,1,1,1,1,0,0,0,1,1,1
CHRM3,1,1,1,1,0,1,0,1,1,1
ESRRB,1,1,1,1,0,1,0,1,1,1
CNR2,1,1,1,1,0,1,0,1,1,1
RHEB,1,1,1,1,0,0,0,1,1,1
TPR,1,1,1,1,0,0,0,1,1,1
SOX2,1,1,1,1,0,1,0,1,1,1
KPNA2,1,1,1,1,0,0,0,1,1,1
SPRED1,1,1,1,1,0,1,0,1,1,1
PGRMC2,1,1,1,0,0,0,0,1,1,1
EIF4A3,1,1,1,1,0,1,0,1,1,1
PLEKHG4,1,1,1,1,0,0,0,1,1,1
SRSF5,1,1,1,1,0,1,0,1,1,1
GTF2B,1,1,1,1,0,0,0,1,1,1
PIH1D2,1,1,1,0,0,0,0,1,1,0
MAGOHB,1,1,1,1,0,0,0,1,1,1
